date,down_hole_presure,down_hole_temperature,production_pipe_pressure,choke_size_pct,well_head_presure,well_head_temperature,choke_size_pressure,oil
2015-12-21,265.346,99.535,237.61,100.0,27.736,85.936,1.819,168.06
2015-07-23,266.917,99.515,236.494,100.0,30.423,87.983,1.866,217.68
2011-12-26,291.46,100.098,199.065,0.727,92.396,11.405,77.347,1293.115
2009-01-07,250.387,104.809,157.858,32.371,93.354,75.487,60.698,3309.88
2009-09-16,234.686,105.718,168.475,43.378,66.211,87.663,32.352,4534.04
2009-11-23,246.738,105.865,176.755,35.564,69.983,85.907,37.585,2570.89
2009-01-13,247.99,104.038,158.469,36.256,89.521,79.393,56.288,3920.6
2011-09-16,243.39,103.254,204.344,74.135,39.047,89.427,8.512,1731.83
2011-12-11,240.888,102.78,201.511,77.854,39.377,86.468,9.586,1859.52
2009-01-14,251.528,105.361,160.871,35.825,90.657,80.37,57.424,3827.53
2016-01-25,268.914,99.541,238.648,72.449,30.266,85.624,3.577,153.24
2012-01-15,238.79,102.673,198.532,78.93,40.257,85.207,10.534,1931.14
2015-01-25,262.706,99.493,231.926,100.0,30.779,87.063,1.975,303.93
2014-06-14,260.123,100.048,228.64,100.0,31.483,89.199,2.364,495.05
2010-10-12,243.054,106.219,195.799,59.148,47.255,91.751,14.864,2547.28
2011-03-15,242.924,104.774,203.972,85.911,38.952,87.035,9.09,1876.25
2015-10-11,263.349,99.508,235.83,100.0,27.519,87.004,1.669,192.56
2015-01-29,263.262,99.468,231.944,100.0,31.317,87.417,2.013,308.96
2014-12-19,264.441,99.588,230.301,80.431,34.14,84.583,3.967,278.82
2012-04-29,221.734,103.152,189.093,100.0,32.64,86.558,3.306,1030.3
2009-11-18,244.171,105.907,176.063,38.428,68.107,87.176,35.829,3200.9
2013-07-18,245.809,100.698,213.444,100.0,32.365,89.496,3.596,822.86
2015-11-06,264.713,99.423,236.305,100.0,28.409,86.93,1.507,174.96
2010-06-10,249.541,106.753,201.924,66.159,47.616,93.11,14.117,2676.31
2015-10-14,264.15,99.488,235.821,99.817,28.33,88.29,1.641,186.2
2015-08-14,266.86,99.448,236.591,100.0,30.269,86.736,1.757,189.0
2013-02-20,244.244,101.041,210.853,99.033,33.392,86.378,2.906,912.6
2010-08-15,252.441,106.479,203.614,57.292,48.827,93.313,16.489,2278.69
2015-09-27,266.753,99.418,235.949,100.0,30.804,88.368,1.546,167.65
2013-12-28,252.879,100.086,220.432,100.0,32.446,85.919,2.946,615.33
2013-09-15,249.593,100.421,216.276,79.947,33.317,86.802,4.2,545.87
2008-11-09,223.258,105.088,148.592,35.936,74.667,76.077,42.498,3502.6
2014-04-11,255.917,99.988,223.4,100.0,32.517,87.932,2.81,585.5
2011-12-08,242.327,102.817,202.614,46.773,39.713,86.766,10.063,1270.0
2009-04-21,223.687,105.028,153.208,39.182,70.479,75.597,37.682,4074.51
2015-07-29,268.37,99.479,237.123,81.423,31.246,87.196,2.643,143.98
2011-05-25,247.378,103.925,207.542,65.123,39.835,90.772,9.958,1632.56
2014-10-22,261.493,99.659,230.44,100.0,31.053,87.985,2.331,324.91
2016-01-09,266.326,99.589,238.458,100.0,27.868,85.849,1.969,155.81
2011-08-01,291.793,99.662,176.776,50.799,115.017,13.616,115.017,442.87
2010-12-22,241.794,105.725,201.402,100.0,40.392,91.174,9.311,2086.32
2013-01-26,242.399,101.206,209.277,77.219,33.123,86.964,4.15,956.42
2014-01-23,253.101,100.064,221.08,100.0,32.021,84.161,3.168,623.72
2011-08-17,247.799,103.406,201.415,50.053,46.384,89.453,15.911,1749.34
2012-08-24,293.908,98.995,291.057,1.183,2.851,15.548,2.538,264.703
2014-03-29,268.293,99.816,228.142,36.159,40.152,77.349,9.387,140.74
2010-07-08,263.714,106.45,200.873,39.28,62.842,90.882,29.886,1818.54
2009-07-16,228.451,105.065,152.648,29.045,75.803,76.437,44.291,2021.41
2016-03-24,267.33,99.62,239.203,100.0,28.127,87.491,1.7,113.55
2014-12-29,265.045,99.582,230.956,83.284,34.089,87.924,4.257,292.71
2010-01-23,252.976,106.149,186.745,34.024,66.231,82.041,33.512,1935.58
2013-02-21,242.732,101.061,210.38,99.039,32.353,87.517,3.181,958.55
2012-08-10,230.406,101.899,198.081,100.0,32.325,86.699,3.101,1042.49
2009-05-15,222.632,105.204,154.17,41.308,68.462,77.961,35.311,4233.1
2014-01-13,252.095,100.036,220.033,100.0,32.062,85.83,2.863,633.9
2009-02-02,258.129,105.351,163.35,35.325,94.779,78.463,61.688,4534.47
2012-01-02,242.73,102.772,203.389,81.061,39.341,86.008,9.232,1777.21
2011-02-14,242.543,104.944,201.261,83.53,41.283,76.996,11.298,638.36
2014-07-21,260.728,99.925,229.319,93.478,31.409,88.062,2.378,414.84
2008-11-11,223.836,105.096,148.928,35.809,74.907,74.608,42.761,3492.99
2009-04-23,222.068,105.036,152.54,39.642,69.528,77.383,36.663,4074.46
2011-04-02,244.77,104.527,204.162,64.842,40.608,88.778,10.455,1793.12
2012-01-21,240.27,102.8,200.326,42.442,39.944,86.734,10.389,1246.64
2010-02-12,252.755,106.266,189.318,38.67,63.438,89.674,31.453,2368.79
2013-05-11,244.601,100.929,212.274,100.0,32.327,87.583,3.29,934.81
2014-02-20,253.672,100.068,221.102,100.0,32.57,86.054,2.957,624.9
2015-09-24,266.564,99.391,235.822,100.0,30.742,87.186,1.48,194.61
2014-04-06,256.697,100.028,224.196,74.972,32.5,87.184,2.728,401.1
2015-04-10,265.066,99.599,234.612,100.0,30.454,87.104,1.92,248.18
2009-04-15,130.762,59.498,76.654,34.276,76.654,79.604,44.062,651.67
2012-03-09,219.577,104.274,182.732,50.456,36.845,84.394,5.627,1244.24
2009-03-27,264.028,100.698,257.443,23.262,6.585,5.984,6.163,365.482
2009-07-10,229.85,105.052,152.768,28.21,77.082,74.228,49.493,1971.71
2012-10-29,234.877,101.77,195.949,53.08,38.929,87.755,9.166,1315.01
2014-01-19,252.425,100.026,220.563,100.0,31.862,82.599,3.037,568.99
2012-10-04,217.561,102.402,183.506,100.0,34.055,84.557,4.509,1458.2
2010-03-16,243.615,106.318,185.099,42.54,58.515,89.64,25.697,2443.69
2011-03-23,244.269,104.657,203.735,64.265,40.534,89.834,10.825,1845.76
2012-02-23,219.087,104.723,180.486,43.739,38.601,85.354,7.428,1249.37
2014-02-23,253.213,100.011,220.828,100.0,32.385,85.989,2.834,629.14
2010-04-10,247.492,106.396,188.738,42.748,58.753,90.617,25.69,2574.89
2014-10-24,261.567,99.65,230.491,100.0,31.076,87.434,2.347,325.66
2014-03-27,261.342,99.867,226.046,47.047,35.296,81.207,5.237,164.78
2015-11-11,265.296,99.515,237.5,100.0,27.797,87.771,1.838,161.54
2009-04-26,219.444,105.059,151.679,40.039,67.764,76.143,34.914,4103.63
2012-08-19,294.047,99.298,291.077,1.133,2.97,16.162,2.73,230.162
2014-06-27,147.201,54.638,111.757,74.268,35.443,87.023,5.758,296.83
2009-05-11,131.509,62.529,63.539,41.256,67.97,80.123,34.854,4241.75
2012-12-15,250.889,101.435,210.942,27.74,39.947,78.812,10.924,478.05
2012-05-01,222.006,103.108,189.342,100.0,32.664,86.703,3.338,1092.16
2011-12-27,249.356,102.671,204.441,43.74,44.915,79.071,14.438,1035.84
2009-09-13,234.857,105.673,166.963,42.273,67.895,87.155,34.733,4514.24
2014-10-04,261.483,99.647,230.411,100.0,31.072,87.38,2.373,325.86
2013-03-11,243.204,101.02,210.201,55.351,33.002,86.754,4.512,511.7
2014-05-19,255.659,99.938,225.03,97.917,30.63,86.568,2.067,450.86
2008-12-23,243.608,105.233,155.472,33.689,88.136,76.287,55.503,3473.27
2008-09-17,225.018,104.965,156.716,46.475,68.302,80.2,34.906,5003.65
2014-07-05,260.817,99.959,229.566,100.0,31.251,87.901,2.183,435.23
2010-11-27,240.38,105.941,198.784,100.0,41.596,89.956,9.001,2114.8
2010-12-31,241.385,105.628,201.858,97.917,39.527,91.055,9.619,2064.61
2014-01-05,268.097,99.917,228.106,12.167,39.991,76.007,10.296,32.57
2013-01-27,242.462,101.199,209.35,77.117,33.112,86.238,4.127,954.53
2010-08-01,252.149,106.534,203.786,58.981,48.364,93.313,14.812,2354.69
2012-12-28,241.736,101.402,206.944,63.258,34.791,86.045,5.587,1034.83
2011-11-16,240.886,102.979,201.045,73.147,39.842,87.289,10.221,1873.21
2013-11-12,249.578,100.255,217.105,100.0,32.473,87.076,2.794,707.48
2009-03-01,269.56,105.45,167.928,34.317,101.632,79.097,68.479,4396.74
2014-05-06,257.928,100.039,226.41,100.0,31.517,87.588,2.585,535.8
2011-08-05,238.618,103.428,195.578,65.507,43.04,87.935,12.508,2390.38
2015-08-26,267.04,99.438,236.834,61.82,30.206,87.087,1.947,83.33
2012-04-02,218.989,103.748,184.357,100.0,34.632,86.425,3.306,1309.04
2015-04-04,265.495,99.62,234.782,100.0,30.713,88.424,2.155,253.43
2011-04-27,246.224,104.222,205.145,61.078,41.079,90.288,10.994,1690.96
2010-11-07,240.864,106.065,197.756,71.374,43.107,91.193,10.789,2364.51
2012-06-27,229.378,102.216,196.754,100.0,32.625,86.554,3.255,1080.53
2009-07-24,233.235,105.203,155.864,29.962,77.371,77.146,45.755,2243.58
2015-03-03,265.305,99.638,233.75,100.0,31.554,87.471,2.255,271.12
2014-02-28,253.838,99.993,221.528,100.0,32.31,87.649,2.789,617.13
2014-05-26,258.414,100.11,226.992,97.917,31.422,88.253,2.536,448.28
2013-03-02,242.26,101.004,210.149,100.0,32.111,88.04,3.182,940.32
2013-12-16,252.114,100.099,219.437,92.349,32.677,86.224,3.216,627.43
2010-08-10,251.636,106.508,203.756,59.051,47.881,93.027,15.275,2328.43
2008-10-21,211.643,105.083,149.494,45.268,62.15,77.973,29.321,4435.34
2012-12-21,240.598,101.473,206.193,68.238,34.404,85.361,5.192,1037.92
2010-12-07,242.526,105.865,200.952,100.0,41.573,91.178,8.964,2101.22
2014-03-11,254.73,99.959,222.55,100.0,32.18,87.767,2.717,529.99
2011-11-19,241.519,102.954,202.016,74.13,39.503,87.73,9.87,1829.94
2009-12-28,233.451,106.135,180.415,48.285,53.037,89.149,20.166,2912.11
2010-04-17,241.282,106.304,184.693,42.216,56.589,88.46,23.532,2276.94
2009-01-15,252.119,105.369,161.135,35.81,90.984,76.945,57.828,4449.03
2011-07-15,272.778,102.784,201.928,20.342,70.851,52.496,41.063,141.26
2012-02-26,219.285,104.623,180.92,44.72,38.366,85.809,7.186,1248.86
2011-02-13,243.619,105.019,200.213,80.047,43.406,82.554,14.025,1427.65
2012-12-10,242.513,101.533,206.293,59.809,36.219,88.376,6.517,1052.29
2016-07-08,266.038,100.328,238.475,100.0,27.563,89.31,1.998,106.3
2012-02-18,219.286,104.878,179.996,42.322,39.289,84.673,8.092,1275.18
2013-09-06,248.072,100.458,216.052,100.0,32.021,88.836,2.984,767.82
2010-03-19,242.345,106.287,184.855,42.678,57.49,87.25,24.345,2275.39
2014-06-23,260.923,100.004,229.215,100.0,31.708,89.309,2.295,466.36
2008-12-12,234.474,105.218,152.935,35.807,81.539,74.27,48.742,3679.89
2016-04-10,266.603,99.599,239.087,100.0,27.516,87.479,1.686,115.19
2014-04-15,256.424,100.0,223.931,100.0,32.492,88.27,2.802,577.68
2010-07-21,250.873,106.599,203.561,63.236,47.312,92.767,13.688,2541.25
2011-12-15,241.047,102.77,201.239,75.086,39.808,86.302,10.055,1814.39
2015-07-08,266.913,99.54,236.393,100.0,30.52,88.479,1.928,226.43
2015-11-04,265.007,99.435,236.206,100.0,28.802,87.344,1.578,187.6
2008-08-05,250.292,104.644,156.185,32.309,94.106,75.514,62.394,3135.89
2016-01-20,268.707,99.536,238.853,70.712,29.855,87.808,3.085,110.37
2008-12-19,239.779,105.243,154.501,34.886,85.278,76.539,52.493,3608.76
2010-12-02,242.202,105.914,200.486,100.0,41.716,90.699,9.109,2070.32
2011-01-12,241.849,105.497,202.364,100.0,39.485,91.021,9.559,1997.75
2012-03-21,219.708,103.968,184.031,59.782,35.677,85.925,4.443,1241.7
2014-08-07,260.757,99.899,229.574,97.917,31.183,89.147,2.15,334.33
2009-10-04,236.616,105.771,169.879,43.272,66.737,86.468,32.869,3894.95
2016-05-19,270.666,99.822,239.235,43.244,31.432,87.987,5.64,102.32
2015-10-20,263.556,99.474,235.682,100.0,27.874,88.168,1.601,184.12
2011-02-05,255.553,104.832,204.45,53.739,51.103,77.998,17.255,792.96
2015-12-10,268.265,99.568,238.427,58.169,29.839,85.803,3.649,138.11
2009-05-22,223.495,105.327,155.732,41.943,67.763,81.672,34.495,4063.22
2010-01-16,235.367,106.209,183.591,49.226,51.776,84.202,18.916,2734.35
2014-07-26,261.192,99.913,229.558,100.0,31.634,89.578,2.176,441.5
2012-04-12,221.561,103.521,187.09,100.0,34.472,86.906,3.134,1234.71
2009-05-17,223.101,105.235,154.59,41.335,68.511,75.122,35.364,4244.23
2009-04-27,219.076,105.057,151.37,39.711,67.706,74.907,34.897,4054.31
2010-06-14,249.998,106.74,201.826,64.457,48.172,93.001,14.719,2597.55
2009-05-19,223.371,105.269,154.791,41.322,68.579,79.495,35.439,3967.32
2014-11-02,261.203,99.629,230.29,97.917,30.913,86.627,2.207,324.42
2010-08-08,251.67,106.517,203.828,59.237,47.842,93.286,15.235,2314.34
2014-10-15,261.418,99.68,230.325,100.0,31.092,88.921,2.382,323.28
2011-01-18,242.216,105.239,202.942,100.0,39.274,91.204,9.396,2005.16
2013-12-18,251.594,100.158,219.41,100.0,32.183,85.458,2.718,629.0
2014-12-05,265.19,99.458,230.356,73.69,34.834,87.048,5.048,483.94
2013-08-25,247.279,100.533,215.282,100.0,31.997,87.353,3.01,756.32
2016-05-30,270.608,99.911,239.063,43.097,31.545,88.829,5.754,100.78
2011-03-24,244.444,104.647,203.78,63.935,40.664,90.651,10.954,1841.65
2008-07-26,251.855,104.472,155.417,29.787,96.437,73.848,64.94,2759.3
2010-12-14,242.089,105.794,201.034,100.0,41.055,90.626,8.809,2068.29
2010-10-10,243.163,106.291,195.736,59.223,47.427,91.486,15.019,2581.0
2009-12-13,240.403,106.051,179.931,42.361,60.472,89.26,27.893,2920.02
2015-01-06,262.443,99.568,231.245,100.0,31.198,87.325,2.4,324.45
2009-08-29,220.032,105.704,165.969,57.195,54.063,86.332,21.105,4495.44
2012-01-19,238.964,102.798,199.766,84.417,39.198,86.45,9.521,2024.63
2014-08-13,260.907,99.888,229.79,100.0,31.117,88.288,2.052,339.33
2015-11-09,265.717,99.475,237.205,100.0,28.512,86.327,1.648,154.9
2016-02-28,268.224,99.633,239.605,100.0,28.619,89.06,2.052,139.83
2015-11-12,265.556,99.525,237.735,100.0,27.821,86.733,1.833,189.39
2009-08-01,240.3,105.297,159.506,30.55,80.794,77.37,48.646,2326.08
2012-07-25,230.394,101.986,197.926,100.0,32.468,86.627,3.112,1056.78
2014-06-07,259.744,100.076,228.135,99.269,31.609,89.022,2.481,448.72
2011-12-31,241.916,102.778,202.96,80.19,38.956,86.417,8.873,1778.38
2010-01-20,194.358,87.219,142.346,49.241,52.012,86.077,19.135,2789.61
2009-02-21,270.425,105.3,165.432,29.048,104.993,75.23,72.3,2905.92
2011-08-08,242.954,103.497,198.214,55.849,44.741,88.626,14.109,2159.35
2015-07-03,267.157,99.549,236.478,100.0,30.679,88.699,2.039,237.7
2008-07-21,251.724,104.399,155.234,29.831,96.49,76.078,64.56,2743.1
2012-12-01,244.529,101.542,205.425,50.866,39.104,88.241,9.497,1066.9
2009-05-27,226.016,105.394,157.378,41.302,68.638,80.521,35.511,4028.53
2009-09-17,234.918,105.724,168.701,43.282,66.217,87.693,32.383,4521.12
2011-12-10,248.872,102.545,204.267,16.386,44.604,74.804,13.499,566.61
2008-10-27,214.207,105.102,149.362,43.707,64.845,78.521,32.126,4429.46
2012-11-07,237.52,101.61,199.697,56.132,37.822,87.084,8.063,1186.89
2016-03-02,268.083,99.63,239.439,100.0,28.643,88.836,1.966,138.93
2008-11-12,224.024,105.1,148.831,35.789,75.193,77.588,43.024,3482.0
2014-04-10,261.779,99.956,226.0,60.394,35.779,84.243,6.273,294.4
2016-03-12,270.283,99.594,240.096,60.974,30.188,84.949,4.007,78.86
2013-06-07,243.797,100.81,211.557,100.0,32.24,88.739,3.322,873.88
2015-02-16,264.084,99.64,233.119,100.0,30.965,85.864,2.385,269.67
2008-11-06,221.624,105.088,148.508,36.484,73.116,75.013,40.888,3403.18
2012-02-27,219.321,104.592,181.016,44.981,38.305,84.999,7.096,1247.61
2014-11-28,266.176,99.438,231.132,70.646,35.044,82.469,5.545,400.77
2014-04-16,255.866,99.736,223.461,100.0,32.405,86.69,2.708,576.69
2016-01-10,266.563,99.599,238.623,100.0,27.94,85.702,1.984,156.29
2016-05-28,270.567,99.891,239.078,43.268,31.489,88.691,5.702,102.13
2015-10-28,263.773,99.459,235.947,100.0,27.827,84.741,1.49,179.02
2013-02-23,244.2,101.022,210.969,100.0,33.231,87.752,4.141,922.73
2010-05-23,243.872,106.717,197.073,68.925,46.799,92.514,13.345,2808.39
2012-08-28,293.818,98.83,290.997,0.928,2.82,15.068,2.465,292.335
2016-06-10,267.922,100.042,238.676,56.411,29.247,89.061,3.704,105.78
2010-03-02,279.679,102.803,178.166,7.914,101.513,12.135,76.574,51.61
2012-02-24,219.144,104.69,180.596,44.047,38.548,85.581,7.352,1248.61
2010-12-29,242.108,105.63,201.725,91.199,40.382,88.18,9.741,2028.0
2013-01-15,241.711,101.26,208.17,75.513,33.541,87.884,4.225,958.45
2012-01-22,246.623,102.68,202.676,56.323,43.947,81.429,13.746,1478.51
2014-04-23,256.261,100.03,224.69,100.0,31.571,86.118,2.781,581.4
2009-02-12,261.772,105.371,164.563,34.692,97.209,80.335,64.107,4440.7
2013-09-14,268.894,100.191,225.188,10.986,43.706,74.895,15.327,27.93
2012-11-03,233.935,101.684,197.038,58.603,36.897,88.014,7.122,1230.31
2010-10-02,239.209,106.337,192.916,65.231,46.293,87.661,13.766,2856.51
2015-03-12,264.926,99.654,234.158,100.0,30.768,87.105,2.229,260.65
2012-06-09,227.964,102.415,195.342,100.0,32.622,86.133,3.245,1097.36
2014-09-01,259.728,99.867,228.7,100.0,31.028,88.027,2.071,369.58
2015-08-31,273.725,99.328,239.269,25.529,34.455,76.74,4.689,27.78
2016-04-16,266.338,99.607,238.799,100.0,27.539,88.414,1.695,112.71
2009-04-13,139.41,62.602,77.487,36.93,77.487,78.891,44.837,3941.13
2008-09-23,213.475,105.006,154.549,52.37,58.926,79.343,25.556,5290.92
2013-02-17,242.091,101.079,209.966,96.946,32.125,87.561,3.186,964.23
2011-07-30,249.808,103.488,199.374,46.968,50.433,87.971,20.651,266.13
2009-08-14,224.548,105.515,160.357,42.299,64.19,85.926,31.272,4325.95
2010-02-20,121.527,51.436,61.037,40.982,61.037,89.616,28.708,2519.31
2013-08-13,245.189,100.656,212.737,100.0,32.452,88.948,3.272,765.06
2013-08-21,246.941,100.57,214.823,100.0,32.117,88.739,3.106,768.84
2009-11-29,243.881,105.947,177.466,39.651,66.415,88.047,33.941,3281.29
2013-09-22,250.524,100.413,216.809,84.979,33.715,86.874,4.125,574.57
2014-07-08,260.927,99.968,229.58,100.0,31.348,89.403,2.274,445.32
2016-06-25,269.519,100.15,238.846,44.81,30.673,89.456,5.149,102.57
2015-11-15,266.253,99.56,238.052,100.0,28.201,88.542,1.947,193.1
2014-09-08,260.328,99.879,229.165,100.0,31.163,88.848,2.152,333.06
2013-01-05,241.372,101.353,207.435,68.983,33.936,87.706,4.745,988.97
2009-02-04,270.121,104.636,165.402,19.548,104.719,54.997,72.992,384.26
2010-07-23,251.598,106.584,203.553,60.846,48.045,93.203,14.465,2413.44
2009-12-25,236.33,106.064,181.415,44.011,54.914,83.37,22.283,2205.81
2012-01-30,271.584,104.278,190.519,2.486,81.066,45.981,52.064,20.0
2011-01-08,241.878,105.532,202.435,100.0,39.443,89.27,9.509,1980.51
2009-07-27,235.852,105.242,157.247,30.371,78.605,77.711,46.902,2292.32
2012-12-24,242.118,101.449,206.97,62.93,35.148,87.098,5.894,1039.18
2015-09-18,266.166,99.41,235.834,100.0,30.332,88.167,1.537,197.04
2015-06-14,265.588,99.478,235.269,100.0,30.319,87.961,1.803,199.6
2009-08-06,230.154,105.554,162.066,41.257,68.087,83.707,35.149,4270.99
2009-01-28,258.437,105.387,163.464,33.748,94.973,79.852,61.92,2486.86
2011-06-12,246.699,103.743,207.881,69.632,38.818,91.372,9.405,1625.51
2010-02-27,251.288,106.329,191.877,39.412,59.41,89.231,28.45,1630.02
2009-12-18,247.31,105.952,181.03,34.659,66.28,84.442,33.667,2129.71
2013-10-10,249.468,100.34,217.109,100.0,32.358,88.446,2.886,703.99
2009-09-19,232.335,105.768,170.499,49.795,61.836,86.891,28.049,4804.4
2011-07-26,241.418,103.481,197.84,60.992,43.578,88.88,12.607,1989.87
2009-02-06,258.765,105.353,163.691,35.233,95.074,78.949,61.938,4501.76
2009-11-20,247.002,105.866,177.741,34.981,69.261,83.14,37.051,2699.05
2016-04-25,269.728,99.605,238.839,46.487,30.889,87.771,4.984,96.43
2010-09-24,245.178,106.321,190.9,49.23,54.278,90.791,21.889,2718.36
2013-09-25,247.644,100.487,215.152,100.0,32.492,88.834,2.98,659.55
2011-11-10,239.901,103.041,199.57,71.212,40.331,86.11,10.706,1931.64
2011-11-09,240.475,103.041,200.075,71.061,40.401,84.885,10.319,1893.19
2014-11-16,258.949,99.622,230.268,100.0,28.681,86.874,2.402,357.73
2011-12-17,241.076,102.824,201.352,67.408,39.724,87.598,10.078,1826.72
2008-10-05,205.596,105.025,150.813,54.753,54.783,78.942,21.452,5419.56
2014-11-24,260.321,99.509,230.067,100.0,30.254,88.159,2.139,357.14
2014-12-24,261.759,99.62,229.789,100.0,31.971,87.606,2.339,312.55
2008-08-02,250.541,104.62,160.501,30.761,90.04,74.146,59.902,3057.91
2012-02-08,220.218,105.289,177.521,36.905,42.697,82.915,11.621,1271.31
2012-07-14,229.899,102.076,197.377,100.0,32.522,86.541,3.145,1059.33
2013-07-15,245.647,100.714,213.263,100.0,32.384,89.042,3.619,837.4
2015-09-29,266.743,99.423,236.058,97.917,30.686,87.026,1.467,165.39
2013-07-14,245.668,100.716,213.172,100.0,32.496,89.116,3.619,863.13
2011-03-27,244.91,104.607,203.972,63.384,40.938,89.718,10.741,1752.62
2016-01-02,264.81,99.531,237.407,100.0,27.403,83.334,1.733,153.88
2010-12-24,241.256,105.704,201.493,100.0,39.763,91.112,9.812,2106.6
2011-08-10,244.564,103.494,198.766,52.608,45.798,89.105,15.251,1993.98
2013-12-12,263.68,100.016,225.16,18.995,38.519,79.658,9.9,56.35
2014-08-26,260.41,99.529,229.013,91.706,31.397,88.365,2.384,332.73
2010-12-27,241.378,105.68,201.904,100.0,39.474,87.792,9.563,2083.39
2016-02-19,266.757,99.502,238.008,100.0,28.749,86.003,1.47,125.46
2015-03-10,264.933,99.653,234.11,100.0,30.823,87.178,2.248,261.71
2012-05-31,227.607,102.51,194.913,100.0,32.695,86.525,3.32,1125.44
2015-05-03,266.317,99.638,235.74,100.0,30.577,87.484,2.036,261.21
2014-09-03,263.528,99.825,230.346,76.389,33.182,87.115,3.944,305.75
2015-08-18,266.821,99.448,236.549,100.0,30.273,87.611,1.774,187.29
2009-10-18,242.327,105.041,185.483,37.415,56.844,72.242,27.55,2434.52
2015-10-15,265.562,99.467,236.035,100.0,29.527,87.888,1.536,185.5
2008-09-30,214.276,104.889,152.422,44.256,61.854,72.755,29.137,3282.19
2016-04-27,270.545,99.599,238.995,43.037,31.55,88.131,5.718,92.3
2011-06-18,247.061,103.675,207.959,67.647,39.103,91.317,9.681,1617.29
2011-01-16,242.004,105.282,202.77,100.0,39.234,88.427,9.329,1961.4
2014-04-28,256.707,100.018,225.021,100.0,31.687,88.992,2.78,582.58
2014-07-24,260.608,99.925,229.352,100.0,31.256,89.519,2.211,447.69
2015-10-02,263.069,99.478,235.544,100.0,27.525,88.346,1.748,191.42
2009-07-30,238.727,105.281,158.686,30.465,80.041,78.511,47.883,2338.0
2013-11-18,249.769,100.21,217.531,100.0,32.238,88.042,2.78,701.07
2013-08-03,255.752,100.566,216.948,35.177,38.804,80.775,9.883,318.64
2010-07-05,263.652,106.461,197.267,39.121,66.385,91.129,33.442,1800.02
2013-06-21,245.403,100.773,213.365,100.0,32.038,89.026,3.128,787.8
2010-06-06,248.161,106.773,201.649,76.692,46.511,92.768,12.963,2800.79
2015-05-31,265.5,99.519,235.246,97.917,30.253,87.285,1.779,209.66
2009-05-16,222.999,105.217,154.262,41.286,68.738,77.505,35.581,4237.94
2009-02-08,260.198,105.372,164.382,35.184,95.816,78.98,62.637,4669.97
2012-06-12,227.991,102.38,195.408,100.0,32.583,86.391,3.205,1095.9
2015-09-06,267.04,99.393,236.751,100.0,30.289,87.762,1.525,189.75
2016-06-21,269.607,100.111,238.878,44.924,30.729,89.046,5.204,103.44
2012-06-25,229.216,102.228,196.673,100.0,32.542,86.497,3.228,1023.48
2010-12-26,241.384,105.683,201.683,100.0,39.701,90.975,9.759,2091.69
2012-11-19,243.662,101.569,203.157,49.211,40.505,85.968,10.788,1159.98
2014-02-17,253.374,100.061,220.709,100.0,32.666,88.419,2.801,616.6
2012-12-31,242.232,101.405,207.594,65.214,34.638,86.507,5.38,1035.1
2012-10-26,239.073,101.775,196.878,48.125,42.195,87.305,12.427,1344.8
2009-01-21,255.125,105.378,162.32,34.215,92.805,78.434,59.564,4162.58
2014-02-21,253.756,100.059,221.188,100.0,32.568,86.211,2.944,631.46
2009-11-12,238.573,105.961,176.138,44.213,62.435,84.049,28.971,3635.05
2011-01-25,243.39,105.327,204.822,100.0,38.568,91.952,8.866,1945.09
2015-07-04,267.005,99.544,236.405,100.0,30.6,88.554,2.012,233.92
2009-04-17,227.887,105.02,154.018,38.049,73.869,78.305,41.108,4018.0
2011-04-11,245.153,104.414,204.502,65.228,40.651,89.799,10.43,1789.31
2013-08-08,245.21,100.696,212.733,100.0,32.477,89.183,3.414,783.12
2013-06-02,244.34,100.856,212.051,100.0,32.289,88.695,3.459,895.88
2012-09-25,301.479,98.488,184.022,1.088,117.458,10.903,88.473,395.956
2010-02-08,246.703,106.284,188.401,43.335,58.303,89.974,25.871,2608.51
2011-04-16,245.881,104.361,204.81,62.24,41.071,90.117,10.963,1732.67
2012-02-25,219.178,104.657,180.719,44.537,38.46,86.21,7.268,1250.39
2010-02-22,87.945,37.196,61.639,40.834,61.639,89.871,29.284,2485.03
2012-07-26,230.275,101.977,197.818,100.0,32.457,86.673,3.107,1056.14
2016-07-07,266.199,100.314,238.436,93.424,27.762,89.442,2.187,106.19
2014-11-04,261.272,99.618,230.281,100.0,30.991,88.27,2.272,335.94
2010-05-25,244.665,106.732,198.014,70.969,46.651,91.981,13.173,2821.87
2016-04-09,266.66,99.59,239.147,100.0,27.512,87.492,1.67,115.85
2010-11-26,239.708,105.94,198.211,100.0,41.497,89.649,8.916,2112.98
2009-10-07,237.365,105.805,170.603,43.279,66.762,87.122,32.884,3802.88
2013-02-07,241.619,101.15,209.34,98.985,32.279,88.201,3.308,1004.48
2016-02-22,266.763,99.552,238.409,100.0,28.353,88.026,1.682,125.82
2016-05-29,270.597,99.901,239.097,43.159,31.5,88.077,5.726,101.12
2014-08-12,260.952,99.887,229.819,100.0,31.133,87.027,2.06,340.72
2016-02-29,268.425,99.644,239.837,100.0,28.588,87.814,1.978,138.78
2014-12-10,261.693,99.574,229.926,100.0,31.767,85.646,1.895,313.84
2012-12-14,242.193,101.558,206.781,61.105,35.412,84.947,6.468,891.26
2015-09-07,267.024,99.389,236.724,100.0,30.3,87.992,1.542,188.42
